id,code,name,city,state,country
7471,BJU,"Bajura Airport",Bajura,,Nepal
7472,BUV,"Placeres Airport","Bella Unión",Artigas,Uruguay
7473,CGO,"Zhengzhou Xinzheng International Airport",Zhengzhou,Henan,China
7474,CSP,"Cape Spencer Coast Guard Heliport","Cape Spencer",Alaska,"United States"
7475,DLB,"Dalbertis Airport",Dalbertis,,"Papua New Guinea"
7476,ELG,"El Golea Airport","El Golea",,Algeria
7477,FLR,"Peretola Airport (Amerigo Vespucci Airport)",Florence,,Italy
7478,GLD,"Goodland Municipal Airport (Renner Field)",Goodland,Kansas,"United States"
7479,HDS,"Hoedspruit Airport",Hoedspruit,,"South Africa"
7480,IAB,"McConnell Air Force Base",Wichita,Kansas,"United States"
7481,IZT,"Ixtepec Airport",Ixtepec,Oaxaca,Mexico
7482,KBY,"Streaky Bay Airport","Streaky Bay","South Australia",Australia
7483,KOJ,"Kagoshima Airport",Kagoshima,,Japão
7484,LCK,"Rickenbacker International Airport",Columbus,Ohio,"United States"
7485,LRA,"Larisa Airport",Larisa,,Greece
7486,MEG,"Malange Airport",Malange,,Angola
7487,MPH,"Godofredo P.Ramos Airport (Caticlan Airport)",Malay,Aklan,Philippines
7488,NAP,"Naples Airport",Naples,,Italy
7489,OMF,"King Hussein Air Base",Mafraq,"Mafraq Governorate",Jordan
7490,PML,"PORT Moller Airport","Cold Bay",Alaska,"United States"
7491,RBW,"Lowcountry Regional Airport",Walterboro,"South Carolina","United States"
7492,SER,"Freeman Municipal Airport",Seymour,Indiana,"United States"
7493,SUM,"Sumter Airport",Sumter,"South Carolina","United States"
7494,TOJ,"Madrid-Torrejón Airport","Torrejón de Ardoz",,Spain
7495,VEX,"Tioga Municipal Airport",Tioga,"North Dakota","United States"
7496,XGR,"Kangiqsualujjuaq (Georges River) Airport",Kangiqsualujjuaq,Quebec,Canada
7497,YLB,"Lac La Biche Airport","Lac La Biche",Alberta,Canada
7498,YZE,"Gore Bay-Manitoulin Airport","Gore Bay",Ontario,Canada
7499,ZTD,"Schenectady (Amtrak Station)",Schenectady,"New York","United States"
7500,AME,"Alto Molocue Airport","Alto Molocue",,Mozambique
7501,AYS,"Waycross-Ware County Airport",Waycross,Georgia,"United States"
7502,BJV,"Milas-Bodrum Airport",Mu?la,,Turkey
7503,BUW,"Baubau Airport (Betoambari Airport)",Bau-Bau,Buton,Indonesia
7504,CGP,"Shah Amanat International Airport",Chittagong,,Bangladesh
7505,CSQ,"Creston Municipal Airport",Creston,Iowa,"United States"
7506,DLC,"Dalian Zhoushuizi International Airport",Dalian,Liaoning,China
7507,ELH,"North Eleuthera Airport","North Eleuthera","Eleuthera Island",Bahamas
7508,FLS,"Flinders Island Airport","Flinders Island",Tasmania,Australia
7509,GLE,"Gainesville Municipal Airport",Gainesville,Texas,"United States"
7510,HDY,"Hat Yai International Airport","Hat Yai","Songkhla Province",Thailand
7511,IAD,"Washington Dulles International Airport",Washington,"D.C. / Virginia","United States"
7512,JAA,"Jalalabad Airport",Jalalabad,,Afghanistan
7513,KBZ,"Kaikoura Airport",Kaikoura,,"New Zealand"
7514,KOK,"Kokkola-Pietarsaari Airport","Kokkola / Jakobstad",,Finland
7515,LCL,"La Coloma Airport","La Coloma",,Cuba
7516,LRB,"Leribe Airport",Leribe,,Lesotho
7517,MEH,"Mehamn Airport",Mehamn,,Norway
7518,MPI,"Mamitupo Airport",Mamitupo,,Panamá
7519,NAS,"Lynden Pindling International Airport",Nassau,,Bahamas
7520,OMH,"Orange County Airport",Orange,Virginia,"United States"
7521,PMO,"Palermo Airport (Falcone-Borsellino Airport)","Punta Raisi",,Italy
7522,RBY,"Ruby Airport",Ruby,Alaska,"United States"
7523,SET,"San Esteban Airport","San Esteban",,Honduras
7524,SUN,"Friedman Memorial Airport",Hailey,Idaho,"United States"
7525,TOL,"Toledo Express Airport",Toledo,Ohio,"United States"
7526,VFA,"Victoria Falls Airport","Victoria Falls",,Zimbabwe
7527,XIC,"Xichang Qingshan Airport",Qingshan,,China
7528,YLC,"Kimmirut Airport",Kimmirut,Nunavut,Canada
7529,YZF,"Yellowknife Airport",Yellowknife,"Northwest Territories",Canada
7530,ZTE,"Rochester (Amtrak Station)",Rochester,"New York","United States"
7531,AMF,"Ama Airport",Ama,,"Papua New Guinea"
7532,AYT,"Antalya Airport",Antalya,,Turkey
7533,BJW,"Bajawa Airport",Bajawa,,Indonesia
7534,BUX,"Bunia Airport",Bunia,Ituri,"Democratic Republic of the Congo"
7535,CGQ,"Changchun Longjia International Airport",Changchun,Jilin,China
7536,CSR,"Casuarito Airport",Casuarito,,Colombia
7537,DLE,"Dôle-Tavaux Airport",Dole,,France
7538,ELI,"Elim Airport",Elim,Alaska,"United States"
7539,FLT,"Flat Airport",Flat,Alaska,"United States"
7540,GLF,"Golfito Airport",Golfito,,"Costa Rica"
7541,HEA,"Herat Airport",Herat,,Afghanistan
7542,IAG,"Niagara Falls International Airport","Niagara Falls","New York","United States"
7543,JAB,"Jabiru Airport",Jabiru,"Northern Territory",Australia
7544,KCA,"Kuqa Qiuci Airport",Kuqa,Xinjiang,China
7545,KOL,"Koumala Airport",Koumala,,"Central African Republic"
7546,LCM,"La Cumbre Airport","La Cumbre",Córdoba,Argentina
7547,LRD,"Laredo International Airport",Laredo,Texas,"United States"
7548,MEI,"KEY Field",Meridian,Mississippi,"United States"
7549,MPJ,"Petit Jean Park Airport",Morrilton,Arkansas,"United States"
7550,NAT,"Augusto Severo International Airport",Natal,,Brazil
7551,OMI,"Omidiyeh Air Base",Omidiyeh,,Iran
7552,PMP,"Pimaga Airport",Pimaga,,"Papua New Guinea"
7553,RCA,"Ellsworth Air FORCE Base","Rapid City","South Dakota","United States"
7554,SEX,"Sembach Air Base",Sembach,,Germany
7555,SUO,"Sunriver Airport",Sunriver,Oregon,"United States"
7556,TOM,"Timbuktu Airport",Timbuktu,,Mali
7557,VGA,"Vijayawada Airport",Vijayawada,"Andhra Pradesh",India
7558,XIG,"Xinguara Airport",Xinguara,Pará,Brazil
7559,YLD,"Chapleau Airport",Chapleau,Ontario,Canada
7560,YZG,"Salluit Airport",Salluit,Quebec,Canada
7561,ZTF,"Stamford (Metro-North Station)",Stamford,Connecticut,"United States"
7562,AMG,"Amboin Airport",Amboin,,"Papua New Guinea"
7563,AYU,"Aiyura Airport",Aiyura,,"Papua New Guinea"
7564,BUY,"Bunbury Airport",Bunbury,"Western Australia",Australia
7565,CGR,"Campo Grande International Airport","Campo Grande","Mato Grosso do Sul",Brazil
7566,CSS,"Cassilândia Airport",Cassilândia,"Mato Grosso do Sul",Brazil
7567,DLF,"Laughlin Air Force Base","Del Rio",Texas,"United States"
7568,ELJ,"El Recreo Airport","El Recreo",,Colombia
7569,FLU,"Flushing Airport",Flushing,"New York","United States"
7570,GLG,"Glengyle Airport",Glengyle,Queensland,Australia
7571,HEB,"Henzada Airport",Henzada,,"Myanmar (Burma)"
7572,IAH,"George Bush Intercontinental Airport",Houston,Texas,"United States"
7573,JAC,"Jackson Hole Airport",Jackson,Wyoming,"United States"
7574,KCB,"Tepoe Airstrip",Kasikasima,,Suriname
7575,KOM,"Komo-Manda Airport",Komo-Manda,,"Papua New Guinea"
7576,LCN,"Balcanoona Airport",Balcanoona,"South Australia",Australia
7577,LRE,"Longreach Airport",Longreach,Queensland,Australia
7578,MEJ,"PORT Meadville Airport",Meadville,Pennsylvania,"United States"
7579,MPK,"Mokpo Airport",Mokpo,,"South Korea"
7580,NAV,"Kapadokya Airport",Nevsehir,,Turkey
7581,OMK,"Omak Airport",Omak,Washington,"United States"
7582,PMQ,"Perito Moreno Airport","Perito Moreno","Santa Cruz",Argentina
7583,RCB,"Richards Bay Airport","Richards Bay","KwaZulu - Natal","South Africa"
7584,SEY,"Sélibaby Airport",Sélibaby,,Mauritania
7585,SUS,"Spirit of St. Louis Airport",Chesterfield,Missouri,"United States"
7586,TOP,"Philip Billard Municipal Airport",Topeka,Kansas,"United States"
7587,VGD,"Vologda Airport",Vologda,,Russia
7588,XIL,"Xilinhot Airport",Xilinhot,"Inner Mongolia",China
7589,YLE,"Wha Ti Airport","Lac La Martre","Northwest Territories",Canada
7590,YZH,"Slave Lake Airport","Slave Lake",Alberta,Canada
7591,ZTJ,"Princeton Junction (NJT Station)","Princeton Junction","New Jersey","United States"
7592,AMH,"Arba Minch Airport","Arba Minch",,Ethiopia
7593,AYW,"Ayawasi Airport",Ayawasi,,Indonesia
7594,BJY,"Batajnica Air Base",Batajnica,,Serbia
7595,BUZ,"Bushehr Airport",Bushehr,,Iran
7596,CGS,"College Park Airport","College Park",Maryland,"United States"
7597,CST,"Castaway Island Resort Airport",Qalito,"Mamanuca Islands",Fiji
7598,DLG,"Dillingham Airport",Dillingham,Alaska,"United States"
7599,ELK,"Elk City Municipal Airport","Elk City",Oklahoma,"United States"
7600,FLV,"Sherman Army Airfield","Fort Leavenworth",Kansas,"United States"
7601,GLH,"Mid-Delta Regional Airport",Greenville,Mississippi,"United States"
7602,HED,"Herendeen Bay Airport","Herendeen Bay",Alaska,"United States"
7603,IAL,"Ialibu Airport",Ialibu,,"Papua New Guinea"
7604,JAD,"Jandakot Airport",Jandakot,"Western Australia",Australia
7605,KCC,"Coffman Cove Seaplane Base","Coffman Cove",Alaska,"United States"
7606,KON,"Kon Tum Airport","Kon Tum",,Vietnam
7607,LCO,"Lague Airport",Lague,,"Republic of Congo"
7608,LRF,"Little Rock Air Force Base",Jacksonville,Arkansas,"United States"
7609,MEL,"Melbourne Airport",Melbourne,Victoria,Australia
7610,MPL,"Mediterranée Airport (Frejorgues Airport)",Montpellier,,France
7611,OMN,"Osmanabad Airport",Osmanabad,,India
7612,PMR,"Palmerston North International Airport","Palmerston North",,"New Zealand"
7613,RCE,"Roche Harbor Seaplane Base","San Juan Island",Washington,"United States"
7614,SEZ,"Seychelles International Airport",Mahé,,Seychelles
7615,SUT,"Sumbawanga Airport",Sumbawanga,,Tanzania
7616,TOR,"Torrington Municipal Airport",Torrington,Wyoming,"United States"
7617,VGO,"Vigo-Peinador Airport",Vigo,Galicia,Spain
7618,XIN,"Xingning Airport",Xingning,,China
7619,YLF,"Laforges Airport",Laforges,Quebec,Canada
7620,YZM,"Buchans Airport",Buchans,"Newfoundland and Labrador",Canada
7621,ZTO,"South Station",Boston,Massachusetts,"United States"
7622,AMI,"Selaparang Airport (closed 2011)",Mataram,,Indonesia
7623,AZA,"Phoenix-Mesa Gateway Airport",Phoenix,Arizona,"United States"
7624,BJZ,"Badajoz Airport (Talavera la Real Air Base)",Badajoz,,Spain
7625,BVA,"Paris Beauvais Tillé Airport",Beauvais,,France
7626,CGT,"Chinguitti Airport",Chinguitti,,Mauritania
7627,CSV,"Crossville Memorial-Whitson Field",Crossville,Tennessee,"United States"
7628,DLH,"Duluth International Airport",Duluth,Minnesota,"United States"
7629,ELL,"Ellisras Airport",Ellisras,,"South Africa"
7630,FLW,"Flores Airport","Flores Island",Azores,Portugal
7631,GLI,"Glen Innes Airport","Glen Innes","New South Wales",Australia
7632,HEE,"Thompson-Robbins Airport","Helena / West Helena",Arkansas,"United States"
7633,IAM,"In Amenas Airport","In Amenas",,Algeria
7634,JAF,"Jaffna Airport",Jaffna,,"Sri Lanka"
7635,KCD,"Kamur Airport",Kamur,,Indonesia
7636,KOO,"Kongolo Airport",Kongolo,,"Democratic Republic of the Congo"
7637,LCP,"Loncopué Airport",Loncopué,Neuquén,Argentina
7638,LRG,"Loralai Airport",Loralai,,Pakistan
7639,MEM,"Memphis International Airport",Memphis,Tennessee,"United States"
7640,MPM,"Maputo International Airport",Maputo,,Mozambique
7641,NAY,"Nanyuan Airport",Beijing,,China
7642,OMO,"Mostar International Airport",Mostar,,"Bosnia and Herzegovina"
7643,PMS,"Palmyra Airport",Palmyra,,Syria
7644,RCH,"Almirante Padilla Airport",Riohacha,,Colombia
7645,SFA,"Thyna/El Maou Airport",Sfax,,Tunisia
7646,SUU,"Travis Air Force Base",Fairfield,California,"United States"
7647,TOS,"Tromsø Airport",Tromsø,,Norway
7648,VGT,"North Las Vegas Airport","North Las Vegas",Nevada,"United States"
7649,XIY,"Xi'an Xianyang International Airport",Xianyang,Shaanxi,China
7650,YLG,"Yalgoo Airport",Yalgoo,"Western Australia",Australia
7651,YZP,"Sandspit Airport",Sandspit,"British Columbia",Canada
7652,ZTY,"Back Bay (MBTA Station)",Boston,Massachusetts,"United States"
7653,AMJ,"Almenara Airport",Almenara,"Minas Gerais",Brazil
7654,AZB,"Amazon Bay Airport","Amazon Bay",,"Papua New Guinea"
7655,BKA,"Bykovo Airport",Moscow,,Russia
7656,BVB,"Boa Vista International Airport","Boa Vista",Roraima,Brazil
7657,CGU,"General Manuel Carlos Piar Airport","Ciudad Guayana",,Venezuela
7658,CSW,"Colorado do Oeste Airport","Colorado do Oeste",Rondônia,Brazil
7659,DLI,"Lien Khuong Airport","Da Lat","Lam Dong",Vietnam
7660,ELM,"Elmira/Corning Regional Airport","Elmira/Big Flats","New York","United States"
7661,FLX,"Fallon Municipal Airport",Fallon,Nevada,"United States"
7662,GLK,"Galcaio Airport",Galcaio,,Somalia
7663,IAN,"Bob Baker Memorial Airport",Kiana,Alaska,"United States"
7664,JAG,"Jacobabad Air Base (Shahbaz Air Base)",Jacobabad,,Pakistan
7665,KCE,"Collinsville Airport",Collinsville,Queensland,Australia
7666,KOP,"Nakhon Phanom Airport","Nakhon Phanom",,Thailand
7667,LCQ,"Lake City Gateway Airport","Lake City",Florida,"United States"
7668,LRH,"La Rochelle - Île de Ré Airport","La Rochelle / Île de Ré",Charente-Maritime,France
7669,MEN,"Brenoux Airport",Mende,,France
7670,MPN,"RAF Mount Pleasant","Falkland Islands",,"Falkland Islands (Malvinas)"
7671,NBC,"Begishevo Airport","Nizhnekamsk / Naberezhnye Chelny",Tatarstan,Russia
7672,OMR,"Oradea International Airport",Oradea,,Romania
7673,RCK,"H.H.Coffield Regional Airport",Rockdale,Texas,"United States"
7674,SFB,"Orlando Sanford International Airport",Sanford,Florida,"United States"
7675,SUV,"Nausori International Airport","Suva / Nausori","Viti Levu",Fiji
7676,TOT,"Coronie Airport",Totness,Coronie,Suriname
7677,VGZ,"Villa Garzón Airport","Villa Garzón",,Colombia
7678,XKA,"Kantchari Airport",Kantchari,,"Burkina Faso"
7679,YLH,"Lansdowne House Airport","Lansdowne House",Ontario,Canada
7680,YZR,"Sarnia Chris Hadfield Airport",Sarnia,Ontario,Canada
7681,ZUA,"Utica Union Station",Utica,"New York","United States"
7682,AMK,"Animas Air Park",Durango,Colorado,"United States"
7683,AZD,"Yazd Shahid Sadooghi Airport",Yazd,,Iran
7684,BKB,"Nal Airport",Bikaner,,India
7685,BVC,"Rabil Airport","Boa Vista",,"Cape Verde"
7686,CGV,"Caiguna Airport",Caiguna,"Western Australia",Australia
7687,CSX,"Changsha Huanghua International Airport",Changsha,Hunan,China
7688,DLK,"Dulkaninna Airport",Dulkaninna,"South Australia",Australia
7689,ELN,"Bowers Field",Ellensburg,Washington,"United States"
7690,FLY,"Finley Airport",Finley,"New South Wales",Australia
7691,GLL,"Gol Airport, Klanten",Gol,,Norway
7692,HEH,"Heho Airport",Heho,,"Myanmar (Burma)"
7693,IAQ,"Bahregan Airport",Bahregan,,Iran
7694,JAH,"Agora Helipad",Aubagne,,France
7695,KCF,"Kadanwari Airport",Kadanwari,,Pakistan
7696,KOQ,"Koethen Airport",Koethen,,Germany
7697,LCR,"La Chorrera Airport","La Chorrera",,Colombia
7698,LRI,"Lorica Airport",Lorica,,Colombia
7699,MEO,"Dare County Regional Airport",Manteo,"North Carolina","United States"
7700,MPO,"Pocono Mountains Municipal Airport","Mount Pocono",Pennsylvania,"United States"
7701,NBE,"Enfidha-Hammamet Airport",Enfidha,,Tunisia
7702,OMS,"Omsk Airport",Omsk,,Russia
7703,PMW,"Palmas Airport",Palmas,Tocantins,Brazil
7704,RCM,"Richmond Airport",Richmond,Queensland,Australia
7705,SFD,"Las Flecheras Airport","San Fernando de Apure",,Venezuela
7706,SUW,"Richard I. Bong Airport",Superior,Wisconsin,"United States"
7707,TOY,"Toyama Airport",Toyama,Toyama,Japão
7708,VHM,"Vilhelmina Airport",Vilhelmina,,Sweden
7709,XKH,"Xieng Khouang Airport","Xieng Khouang",,Laos
7710,YLI,"Ylivieska Airport",Ylivieska,,Finland
7711,YZS,"Coral Harbour Airport","Coral Harbour",Nunavut,Canada
7712,ZUG,"Harrisburg Transportation Center",Harrisburg,Pennsylvania,"United States"
7713,BKK,"Suvarnabhumi International Airport",Bangkok,,Thailand
7714,MNL,"Ninoy Aquino International Airport","Metro Manila",,Philippines
7715,IST,"Istanbul Atatürk Airport",Istanbul,,Turkey
7716,FMA,"Formosa International Airport (El Pucú Airport)",Formosa,,Argentina
7717,CHA,"Chattanooga Metropolitan Airport (Lovell Field)",Chattanooga,Tennessee,"United States"
7718,LRM,"La Romana International Airport (Casa de Campo International Airport)","La Romana",,"Dominican Republic"
7719,DLS,"Columbia Gorge Regional Airport (The Dalles Municipal Airport)","The Dalles",Oregon,"United States"
7720,ONL,"O'Neill Municipal Airport (John L.Baker Field)",O'Neill,Nebraska,"United States"
7721,TPL,"Draughon-Miller Central Texas Regional Airport",Temple,Texas,"United States"
7722,HER,"Heraklion International Airport, Nikos Kazantzakis",Heraklion,Crete,Greece
7723,KCL,"Chignik Lagoon Airport (Chignik Flats Airport)","Chignik Lagoon",Alaska,"United States"
7724,RDG,"Reading Regional Airport (Carl A.Spaatz Field)",Reading,Pennsylvania,"United States"
7725,HEZ,"Natchez-Adams County Airport (Hardy-Anders Field)",Natchez,Mississippi,"United States"
7726,ELZ,"Wellsville Municipal Airport (Tarantine Field)",Wellsville,"New York","United States"
7727,ICK,"Nieuw-Nickerie Airport (Maj. Fernandes Airport)",Nieuw-Nickerie,,Suriname
7728,TRC,"Francisco Sarabia International Airport (Torreón Int'l)",Torreón,Coahuila,Mexico
7729,BKS,"Padang Kemiling Airport (Fatmawati Soekarno Airport)",Bengkulu,,Indonesia
7730,BKT,"Allen C. Perkinson Airport / Blackstone Army Airfield",Blackstone,Virginia,"United States"
7731,ANE,"Angers - Avrillé Aerodrome (Angers-Marcé Airport)",Angers,,France
7732,CHS,"Charleston International Airport / Charleston AFB",Charleston,"South Carolina","United States"
7733,BAM,"Battle Mountain Airport (Lander County Airport)","Battle Mountain",Nevada,"United States"
7734,LDY,"City of Derry Airport (Londonderry Eglinton Airport)",Derry,"Northern Ireland","United Kingdom"
7735,BLA,"Generál José Antonio Anzoátegui International Airport","Barcelona (Venezuela)",Anzoátegui,Venezuela
7736,HGR,"Hagerstown Regional Airport (Richard A. Henson Field)",Hagerstown,Maryland,"United States"
7737,ORD,"O'Hare International Airport (formerly Orchard Depot Field)",Chicago,,"United States"
7738,BWI,"Baltimore/Washington International Thurgood Marshall Airport","between Baltimore","Maryland and Washington","United States"
7739,TRU,"Cap. FAP Carlos Martínez de Pinillos International Airport",Trujillo,,Peru
7740,ZCL,"General Leobardo C. Ruiz International Airport (La Calera Airport)",Zacatecas,Zacatecas,Mexico
7741,CIA,"Rome Ciampino Airport (Giovan Battista Pastine Airport)",Rome,,Italy
7742,POM,"Jacksons International Airport (PORT Moresby Airport)","PORT Moresby",,"Papua New Guinea"
7743,RFD,"Chicago Rockford International Airport (Greater Rockford Airport)",Rockford,Illinois,"United States"
7744,JDB,"Dallas CBD Vertiport (Dallas Downtown Heliport)",Dallas,Texas,"United States"
7745,RGL,"Piloto Civil Norberto Fernández International Airport","Río Gallegos","Santa Cruz",Argentina
7746,HHR,"Hawthorne Municipal Airport (Jack Northrop Field)",Hawthorne,California,"United States"
7747,MRN,"Foothills Regional Airport (was Morganton-Lenoir Airport)",Morganton,"North Carolina","United States"
7748,BLQ,"Bologna-Borgo Panigale 'Guglielmo Marconi Airport'",Bologna,,Italy
7749,KRK,"John Paul II International Airport (Kraków Airport)","Kraków / Balice",,Poland
7750,ZGC,"Lanzhou Zhongchuan Airport (Lanzhou West Airport)",Lanzhou,Gansu,China
7751,IGB,"C. FAA H.R. Borden Airport (Ingeniero Jacobacci Airport)","Ingeniero Jacobacci","Río Negro",Argentina
7752,BLV,"MidAmerica St. Louis Airport / Scott Air Force Base",Belleville,Illinois,"United States"
7753,MRU,"Sir Seewoosagur Ramgoolam International Airport",Plaisance,,Mauritius
7754,CUU,"General Roberto Fierro Villalobos International Airport",Chihuahua,Chihuahua,Mexico
7755,CIX,"Capitán FAP José A. Quiñones Gonzales International Airport",Chiclayo,,Peru
7756,CJA,"Major General FAP Armando Revoredo Iglesias Airport",Cajamarca,,Peru
7757,CUZ,"Alejandro Velasco Astete International Airport",Cusco,"Cusco Region",Peru
7758,GOK,"Guthrie-Edmond Regional Airport (was Guthrie Municipal)",Guthrie,Oklahoma,"United States"
7759,VPS,"Northwest Florida Regional Airport / Eglin Air Force Base",Valaparaiso,Florida,"United States"
7760,LFN,"Triangle North Executive Airport (Franklin County Airport)",Louisburg,"North Carolina","United States"
7761,MGW,"Morgantown Municipal Airport (Walter L.Bill Hart Field)",Morgantown,"West Virginia","United States"
7762,BBU,"Bucharest 'Aurel Vlaicu Airport (Baneasa Airport)'",Bucharest,,Romania
7763,PQI,"Northern Maine Regional Airport AT Presque Isle","Presque Isle",Maine,"United States"
7764,CVG,"Cincinnati/Northern Kentucky International Airport",Hebron,Kentucky,"United States"
7765,TUA,"Teniente Coronel Luis a Mantilla International Airport",Tulcán,,Ecuador
7766,TUC,"Teniente General Benjamín Matienzo International Airport","San Miguel de Tucumán",,Argentina
